,name,locus_tag,start,stop,strand,dist_ori,between_dnaA_ori,co-orient
26,NZ_CP064373.1,['IUJ53_RS11475'],2314083,2315633,-1.0,259134.0,False,True
27,NZ_CP064373.1,['IUJ53_RS14020'],2821393,2822943,1.0,246626.0,False,True
28,NZ_CP064373.1,['IUJ53_RS14080'],2827412,2828962,1.0,252645.0,False,True
29,NZ_CP094929.1,['MUG09_RS06485'],1399338,1400879,1.0,1388877.0,False,True
30,NZ_CP094929.1,['MUG09_RS06985'],1509592,1511133,1.0,1499131.0,False,True
31,NZ_CP094929.1,['MUG09_RS15410'],3321988,3323529,-1.0,241834.0,False,True
32,NZ_CP064363.1,['IUJ39_RS07035'],1390812,1392354,-1.0,1112304.0,False,True
33,NZ_CP064363.1,['IUJ39_RS10370'],2089421,2090963,-1.0,413695.0,False,True
34,NZ_CP064363.1,['IUJ39_RS12515'],2532263,2533805,1.0,27605.0,False,True
35,NZ_CP064363.1,['IUJ39_RS12975'],2625864,2627406,1.0,121206.0,False,True
36,NZ_CP064363.1,['IUJ39_RS13610'],2764883,2766425,1.0,260225.0,False,True
37,NZ_CP064363.1,['IUJ39_RS13845'],2811025,2812567,1.0,306367.0,False,True
38,NZ_CP064363.1,['IUJ39_RS16965'],3515235,3516777,1.0,1010577.0,False,True
39,NZ_CP094930.1,['MUB47_RS00040'],9350,10900,1.0,74528.0,True,True
40,NZ_CP094930.1,['MUB47_RS00160'],31087,32637,1.0,96265.0,True,True
41,NZ_CP094930.1,['MUB47_RS00490'],91122,92672,1.0,156300.0,True,True
42,NZ_CP094930.1,['MUB47_RS00550'],96947,98497,1.0,162125.0,True,True
43,NZ_CP094930.1,['MUB47_RS00950'],161537,163087,1.0,226715.0,True,True
44,NZ_CP094930.1,['MUB47_RS00990'],167479,169029,1.0,232657.0,True,True
45,NZ_CP094930.1,['MUB47_RS03095'],587266,588816,1.0,652444.0,True,True
46,NZ_CP094930.1,['MUB47_RS04375'],856486,858036,1.0,921664.0,True,True
47,NZ_CP094930.1,['MUB47_RS14345'],2925497,2927047,-1.0,937358.0,True,True
48,NZ_CP094940.1,['MUB43_RS02200'],451602,453140,1.0,430797.0,False,True
49,NZ_CP094940.1,['MUB43_RS06115'],1238569,1240107,1.0,1217764.0,False,True
50,NZ_CP094940.1,['MUB43_RS20895'],4285903,4287441,-1.0,1056347.0,False,True
51,NZ_CP094940.1,['MUB43_RS22570'],4647500,4649038,-1.0,694750.0,False,True
52,NZ_CP094940.1,['MUB43_RS24375'],5033795,5035334,-1.0,308454.0,False,True
53,NZ_CP094940.1,['MUB43_RS24590'],5078925,5080464,-1.0,263324.0,False,True
54,NZ_CP094940.1,['MUB43_RS25035'],5170796,5172335,-1.0,171453.0,False,True
55,NZ_CP094940.1,['MUB43_RS25485'],5270201,5271740,-1.0,72048.0,False,True
56,NZ_AP025667.1,['HEK131_RS01330'],282915,284441,1.0,2925172.0,True,True
57,NZ_AP025667.1,['HEK131_RS03595'],763107,764633,1.0,2444980.0,True,False
58,NZ_AP025667.1,['HEK131_RS08800'],1914989,1916515,1.0,1293098.0,True,False
59,NZ_AP025667.1,['HEK131_RS11185'],2403627,2405153,1.0,804460.0,True,False
60,NZ_AP025667.1,['HEK131_RS23030'],5011547,5013073,-1.0,1804986.0,False,False
61,NZ_AP025667.1,['HEK131_RS28700'],6238362,6239888,-1.0,3031801.0,False,False
62,NZ_CP064374.1,['IUJ47_RS01610'],328227,329788,-1.0,433286.0,False,True
63,NZ_CP064374.1,['IUJ47_RS03600'],735609,737170,-1.0,25904.0,False,True
64,NZ_CP064374.1,['IUJ47_RS04820'],1001540,1003101,1.0,238466.0,False,True
65,NZ_CP064374.1,['IUJ47_RS08215'],1679723,1681284,1.0,916649.0,False,True
66,NZ_CP094998.1,['MT986_RS11535'],2449828,2451317,-1.0,1118675.0,False,True
67,NZ_CP094998.1,['MT986_RS15510'],3322695,3324184,1.0,247297.0,False,False
68,NZ_CP094971.1,['MTX53_RS00040'],9038,10554,1.0,50551.0,False,True
69,NZ_CP094971.1,['MTX53_RS00060'],15078,16594,1.0,56591.0,False,True
70,NZ_CP094971.1,['MTX53_RS00870'],185034,186550,1.0,226547.0,False,True
71,NZ_CP094971.1,['MTX53_RS10460'],2140839,2142355,-1.0,504922.0,False,True
72,NZ_CP094971.1,['MTX53_RS12005'],2472854,2474370,-1.0,172907.0,False,True
73,NZ_CP094971.1,['MTX53_RS12040'],2480234,2481750,-1.0,165527.0,False,True
74,NZ_CP094971.1,['MTX53_RS12090'],2497614,2499130,-1.0,148147.0,False,True
75,NZ_CP094971.1,['MTX53_RS12375'],2554834,2556350,-1.0,90927.0,False,True
76,NZ_CP064379.1,['IUJ52_RS06635'],1424391,1425944,-1.0,304394.0,False,True
77,NZ_CP064379.1,['IUJ52_RS06655'],1429856,1431409,-1.0,298929.0,False,True
78,NZ_CP064379.1,['IUJ52_RS07090'],1508394,1509947,-1.0,220391.0,False,True
79,NZ_CP064379.1,['IUJ52_RS07860'],1685241,1686794,-1.0,43544.0,False,True
80,NZ_CP064379.1,['IUJ52_RS08265'],1768531,1770084,1.0,38193.0,False,True
81,NZ_CP064379.1,['IUJ52_RS08295'],1774204,1775757,1.0,43866.0,False,True
82,NZ_CP064379.1,['IUJ52_RS09005'],1919172,1920725,1.0,188834.0,False,True
83,NZ_CP064379.1,['IUJ52_RS09025'],1924637,1926190,1.0,194299.0,False,True
84,NZ_CP064379.1,['IUJ52_RS10365'],2200595,2202148,1.0,470257.0,False,True
85,NZ_CP064379.1,['IUJ52_RS11435'],2451366,2452919,1.0,721028.0,False,True
86,NZ_CP094984.1,['MUK71_RS01100'],212258,213787,1.0,211148.0,False,True
87,NZ_CP094984.1,['MUK71_RS02545'],526084,527613,1.0,524974.0,False,True
88,NZ_CP094984.1,['MUK71_RS02565'],534774,536303,1.0,533664.0,False,True
89,NZ_CP094984.1,['MUK71_RS06325'],1360826,1362355,1.0,1359716.0,False,True
90,NZ_CP094984.1,['MUK71_RS10685'],2299318,2300845,-1.0,1164265.0,False,True
91,NZ_CP094999.1,['MT472_RS02465'],506258,507798,1.0,467196.0,False,True
92,NZ_CP094999.1,['MT472_RS07980'],1577194,1578734,1.0,1538132.0,False,True
93,NZ_CP094999.1,['MT472_RS23945'],4967339,4968879,-1.0,1224722.0,False,True
94,NZ_CP094999.1,['MT472_RS25925'],5403096,5404636,-1.0,788965.0,False,True
95,NZ_CP094999.1,['MT472_RS27770'],5795778,5797318,-1.0,396283.0,False,True
96,NZ_CP094999.1,['MT472_RS27985'],5840880,5842420,-1.0,351181.0,False,True
97,NZ_CP094999.1,['MT472_RS28480'],5944394,5945934,-1.0,247667.0,False,True
98,NZ_CP094999.1,['MT472_RS29245'],6100110,6101650,-1.0,91951.0,False,True
99,NZ_CP064382.1,['IUJ49_RS00955'],209999,211544,-1.0,104937.0,False,True
100,NZ_CP064382.1,['IUJ49_RS01310'],286784,288329,-1.0,28152.0,False,True
101,NZ_CP064382.1,['IUJ49_RS01860'],406932,408477,1.0,90451.0,False,True
102,NZ_CP064382.1,['IUJ49_RS02120'],458407,459952,1.0,141926.0,False,True
103,NZ_CP064382.1,['IUJ49_RS02805'],591702,593247,1.0,275221.0,False,True
104,NZ_CP064382.1,['IUJ49_RS04975'],1050769,1052314,1.0,734288.0,False,True
105,NZ_CP064382.1,['IUJ49_RS05550'],1179788,1181333,1.0,863307.0,False,True
106,NZ_CP064382.1,['IUJ49_RS18865'],4141709,4143254,-1.0,906946.0,False,True
107,NZ_CP064382.1,['IUJ49_RS21450'],4624378,4625923,-1.0,424277.0,False,True
108,NZ_CP064382.1,['IUJ49_RS21815'],4709009,4710554,-1.0,339646.0,False,True
109,NZ_CP064368.1,['IUJ50_RS10395'],2117696,2119236,-1.0,1085113.0,False,True
110,NZ_CP064368.1,['IUJ50_RS12125'],2491591,2493131,-1.0,711218.0,False,True
111,NZ_CP064368.1,['IUJ50_RS13910'],2868479,2870019,-1.0,334330.0,False,True
112,NZ_CP064368.1,['IUJ50_RS14125'],2913449,2914989,-1.0,289360.0,False,True
113,NZ_CP064368.1,['IUJ50_RS14570'],3005319,3006859,-1.0,197490.0,False,True
114,NZ_CP064368.1,['IUJ50_RS15055'],3109934,3111474,-1.0,92875.0,False,True
115,NZ_CP064368.1,['IUJ50_RS17520'],3619381,3620921,1.0,415032.0,False,True
116,NZ_CP064368.1,['IUJ50_RS21550'],4435230,4436770,1.0,1230881.0,False,True
117,NZ_CP094997.1,['MUK70_RS23560'],5505095,5506603,-1.0,167899.0,True,False
118,NZ_CP094997.1,['MUK70_RS23845'],5571285,5572793,1.0,232581.0,True,True
119,NZ_CP094997.1,['MUK70_RS26620'],6200550,6202058,1.0,861846.0,True,True
120,NZ_CP064389.1,['IUJ40_RS02820'],563472,565024,1.0,617217.0,False,True
121,NZ_CP064389.1,['IUJ40_RS03405'],679959,681511,1.0,733704.0,False,True
122,NZ_CP064389.1,['IUJ40_RS04445'],863034,864586,1.0,916779.0,False,True
123,NZ_CP064389.1,['IUJ40_RS11735'],2317817,2319369,-1.0,591000.0,False,True
124,NZ_CP064389.1,['IUJ40_RS12000'],2363618,2365170,-1.0,545199.0,False,True
125,NZ_CP064378.1,['IUJ54_RS08755'],2000528,2002072,-1.0,535721.0,False,True
126,NZ_CP064378.1,['IUJ54_RS10055'],2248888,2250432,-1.0,287361.0,False,True
127,NZ_CP064378.1,['IUJ54_RS12900'],2906375,2907919,1.0,368582.0,False,True
128,NZ_CP094987.1,['MT485_RS00400'],83564,85106,1.0,168145.0,True,True
129,NZ_CP094987.1,['MT485_RS00890'],180762,182304,1.0,265343.0,True,True
130,NZ_CP094987.1,['MT485_RS01550'],320682,322224,1.0,405263.0,True,True
131,NZ_CP094987.1,['MT485_RS01740'],361118,362660,1.0,445699.0,True,True
132,NZ_CP094987.1,['MT485_RS04585'],960504,962046,1.0,1045085.0,True,True
133,NZ_CP094987.1,['MT485_RS17645'],3487206,3488748,-1.0,1054570.0,True,True
134,NZ_CP094987.1,['MT485_RS21045'],4172013,4173555,-1.0,369763.0,True,True
135,NZ_CP064375.1,['IUJ44_RS02665'],608235,609772,-1.0,530939.0,False,True
136,NZ_CP064375.1,['IUJ44_RS02830'],640455,641992,-1.0,498719.0,False,True
137,NZ_CP064375.1,['IUJ44_RS05110'],1113563,1115100,-1.0,25611.0,False,True
138,NZ_CP064375.1,['IUJ44_RS05355'],1166147,1167684,1.0,25436.0,False,True
139,NZ_CP064375.1,['IUJ44_RS06410'],1376530,1378067,1.0,235819.0,False,True
140,NZ_CP064375.1,['IUJ44_RS08530'],1826264,1827801,1.0,685553.0,False,True
141,NZ_CP064385.1,['IUJ38_RS07700'],1545743,1547285,-1.0,1277274.0,False,True
142,NZ_CP064385.1,['IUJ38_RS11430'],2316094,2317636,-1.0,506923.0,False,True
143,NZ_CP064385.1,['IUJ38_RS13930'],2845766,2847308,1.0,21207.0,False,True
144,NZ_CP064385.1,['IUJ38_RS14430'],2941693,2943235,1.0,117134.0,False,True
145,NZ_CP064385.1,['IUJ38_RS15150'],3096764,3098306,1.0,272205.0,False,True
146,NZ_CP064385.1,['IUJ38_RS15370'],3140309,3141851,1.0,315750.0,False,True
147,NZ_CP064385.1,['IUJ38_RS18750'],3892251,3893793,1.0,1067692.0,False,True
148,NZ_CP069062.1,['JN151_RS07000'],1477297,1478829,1.0,1582039.0,False,True
149,NZ_CP064387.1,['IUJ37_RS12855'],2556797,2558339,-1.0,1022297.0,False,True
150,NZ_CP064387.1,['IUJ37_RS16210'],3266737,3268279,-1.0,312357.0,False,True
151,NZ_CP064387.1,['IUJ37_RS16405'],3308118,3309660,-1.0,270976.0,False,True
152,NZ_CP064387.1,['IUJ37_RS17015'],3445327,3446869,-1.0,133767.0,False,True
153,NZ_CP064387.1,['IUJ37_RS17500'],3542672,3544214,-1.0,36422.0,False,True
154,NZ_CP064387.1,['IUJ37_RS20330'],4116322,4117864,1.0,535686.0,False,True
155,NZ_CP064387.1,['IUJ37_RS24250'],4920316,4921858,1.0,1339680.0,False,True
156,NZ_CP064383.1,['IUJ36_RS16145'],3135928,3137470,-1.0,1235768.0,False,True
157,NZ_CP064383.1,['IUJ36_RS19690'],3849165,3850707,-1.0,522531.0,False,True
158,NZ_CP064383.1,['IUJ36_RS22495'],4422180,4423722,1.0,48942.0,False,True
159,NZ_CP064383.1,['IUJ36_RS22980'],4518584,4520126,1.0,145346.0,False,True
160,NZ_CP064383.1,['IUJ36_RS23615'],4662857,4664399,1.0,289619.0,False,True
161,NZ_CP064383.1,['IUJ36_RS23810'],4703883,4705425,1.0,330645.0,False,True
162,NZ_CP064383.1,['IUJ36_RS26790'],5373730,5375272,1.0,1000492.0,False,True
163,NZ_CP064377.1,['IUJ48_RS04225'],912443,913974,1.0,1579825.0,False,True
164,NZ_CP064377.1,['IUJ48_RS18400'],3994906,3996437,-1.0,2149365.0,False,True
165,NZ_CP064377.1,['IUJ48_RS24070'],5250103,5251634,-1.0,894168.0,False,True
166,NZ_CP064391.1,['IUJ43_RS17220'],3741294,3742830,-1.0,1535424.0,False,True
167,NZ_CP064391.1,['IUJ43_RS19465'],4227946,4229482,-1.0,1048772.0,False,True
168,NZ_CP064391.1,['IUJ43_RS22980'],5003434,5004970,-1.0,273284.0,False,True
169,NZ_CP064391.1,['IUJ43_RS27410'],5946724,5948260,1.0,668470.0,False,True
170,NZ_CP069065.1,['JN148_RS06995'],1472471,1474003,1.0,1573708.0,False,True
171,NZ_CP069068.1,['JN145_RS07035'],1481171,1482703,1.0,1569732.0,False,True
172,NZ_CP069070.1,['JN143_RS06995'],1473176,1474708,1.0,1528628.0,False,True
173,NZ_CP069069.1,['JN144_RS07035'],1479550,1481082,1.0,1563516.0,False,True
174,NZ_CP069066.1,['JN147_RS07005'],1474782,1476314,1.0,1579146.0,False,True
175,NZ_CP069067.1,['JN146_RS07035'],1482330,1483862,1.0,1569261.0,False,True
176,NZ_CP064376.1,['IUJ51_RS00965'],165542,167084,1.0,1013911.0,False,True
177,NZ_CP064376.1,['IUJ51_RS14830'],2883900,2885442,-1.0,1183244.0,False,True
178,NZ_CP064376.1,['IUJ51_RS17915'],3525680,3527222,-1.0,541464.0,False,True
179,NZ_CP064376.1,['IUJ51_RS18105'],3565974,3567516,-1.0,501170.0,False,True
180,NZ_CP064376.1,['IUJ51_RS18720'],3699362,3700904,-1.0,367782.0,False,True
181,NZ_CP064376.1,['IUJ51_RS19270'],3803984,3805526,-1.0,263160.0,False,True
182,NZ_CP064376.1,['IUJ51_RS21990'],4349021,4350563,1.0,280335.0,False,True
183,NZ_CP069064.1,['JN149_RS07005'],1474601,1476133,1.0,1576893.0,False,True
184,NZ_CP069071.1,['JN142_RS06995'],1472989,1474521,1.0,1564300.0,False,True
185,NZ_CP069063.1,['JN150_RS07005'],1476735,1478267,1.0,1585563.0,False,True
186,NZ_CP078521.1,['KWH15_RS02075'],449178,450730,1.0,442746.0,False,True
187,NZ_CP078521.1,['KWH15_RS02330'],493497,495049,1.0,487065.0,False,True
188,NZ_CP078521.1,['KWH15_RS02350'],498709,500261,1.0,492277.0,False,True
189,NZ_CP078521.1,['KWH15_RS09285'],1898954,1900506,-1.0,868002.0,False,True
190,NZ_CP078521.1,['KWH15_RS10285'],2073241,2074793,-1.0,693715.0,False,True
191,NZ_CP078521.1,['KWH15_RS10850'],2186814,2188366,-1.0,580142.0,False,True
192,NZ_CP069075.1,['JN138_RS07025'],1476265,1477797,1.0,1585006.0,False,True
193,NZ_CP069076.1,['JN136_RS06990'],1472103,1473635,1.0,1565534.0,False,True
194,NZ_CP069074.1,['JN139_RS07025'],1477116,1478648,1.0,1590243.0,False,True
195,NZ_CP069073.1,['JN140_RS07040'],1479030,1480562,1.0,1590220.0,False,True
196,NZ_CP069072.1,['JN141_RS07020'],1475019,1476551,1.0,1571433.0,False,True
197,NZ_CP069078.1,['IMW72_RS06985'],1469559,1471091,1.0,1559302.0,False,True
198,NZ_CP069077.1,['JN135_RS07005'],1477869,1479401,1.0,1574446.0,False,True
199,NZ_CP050148.1,['HBA21_RS03395'],720240,721776,1.0,603010.0,False,True
200,NZ_CP050148.1,['HBA21_RS22235'],4800844,4802380,-1.0,1592150.0,False,True
201,NZ_CP050148.1,['HBA21_RS24410'],5276366,5277902,-1.0,1116628.0,False,True
202,NZ_CP050148.1,['HBA21_RS27935'],6055705,6057241,-1.0,337289.0,False,True
203,NZ_CP050147.1,['HBA20_RS03320'],699245,700781,1.0,590716.0,False,True
204,NZ_CP050147.1,['HBA20_RS24705'],5237330,5238866,-1.0,1761677.0,False,True
205,NZ_CP050147.1,['HBA20_RS27455'],5812103,5813639,-1.0,1186904.0,False,True
206,NZ_CP050147.1,['HBA20_RS31225'],6628118,6629654,-1.0,370889.0,False,True
207,NZ_CP091507.1,['LVJ78_RS02385'],533835,535376,1.0,482362.0,False,True
208,NZ_CP091507.1,['LVJ78_RS08660'],1903325,1904866,-1.0,876591.0,False,True
209,NZ_CP091507.1,['LVJ78_RS11135'],2441136,2442677,-1.0,338780.0,False,True
210,NZ_CP091507.1,['LVJ78_RS12245'],2683729,2685270,-1.0,96187.0,False,True
211,NZ_CP091522.1,['LVJ85_RS00935'],213432,214973,1.0,292090.0,False,True
212,NZ_CP091522.1,['LVJ85_RS02630'],527656,529197,1.0,606314.0,True,True
213,NZ_CP091522.1,['LVJ85_RS09365'],1902771,1904312,-1.0,766241.0,True,True
214,NZ_CP091522.1,['LVJ85_RS13305'],2747438,2748979,-1.0,78426.0,True,False
215,NZ_CP064772.1,['IXH55_RS05065'],1037872,1039424,-1.0,536348.0,False,True
216,NZ_CP064772.1,['IXH55_RS05320'],1082191,1083743,-1.0,492029.0,False,True
217,NZ_CP064772.1,['IXH55_RS10585'],2170379,2171931,1.0,594607.0,False,True
218,NZ_CP064772.1,['IXH55_RS11155'],2285359,2286911,1.0,709587.0,False,True
219,NZ_CP064772.1,['IXH55_RS11805'],2415688,2417240,1.0,839916.0,False,True
220,NZ_CP086066.1,['LLW22_RS03095'],669891,671451,1.0,648451.0,False,True
221,NZ_CP086066.1,['LLW22_RS05435'],1184974,1186534,1.0,1163534.0,False,True
222,NZ_CP086066.1,['LLW22_RS08140'],1741332,1742892,1.0,1719892.0,False,True
223,NZ_CP086066.1,['LLW22_RS15935'],3426938,3428498,-1.0,377582.0,False,True
224,NZ_CP086066.1,['LLW22_RS17370'],3754813,3756373,-1.0,49707.0,False,True
225,NZ_CP074348.1,['KHA74_RS00040'],9451,11001,1.0,78612.0,True,True
226,NZ_CP074348.1,['KHA74_RS00160'],31187,32737,1.0,100348.0,True,True
227,NZ_CP074348.1,['KHA74_RS00490'],91216,92766,1.0,160377.0,True,True
228,NZ_CP074348.1,['KHA74_RS00550'],97042,98592,1.0,166203.0,True,True
229,NZ_CP074348.1,['KHA74_RS00950'],161629,163179,1.0,230790.0,True,True
230,NZ_CP074348.1,['KHA74_RS00990'],167625,169175,1.0,236786.0,True,True
231,NZ_CP074348.1,['KHA74_RS03090'],620954,622504,1.0,690115.0,True,True
232,NZ_CP074348.1,['KHA74_RS04470'],915587,917137,1.0,984748.0,True,True
233,NZ_CP074348.1,['KHA74_RS15345'],3123912,3125462,-1.0,934795.0,True,True
234,NZ_CP058353.1,['HW877_RS01410'],302721,304263,1.0,258526.0,False,True
235,NZ_CP058353.1,['HW877_RS04005'],868261,869803,1.0,824066.0,False,True
236,NZ_CP058353.1,['HW877_RS19215'],3983182,3984724,-1.0,1069211.0,False,True
237,NZ_CP058353.1,['HW877_RS22160'],4634111,4635653,-1.0,418282.0,False,True
238,NZ_CP058353.1,['HW877_RS23375'],4882860,4884402,-1.0,169533.0,False,True
239,NZ_CP058353.1,['HW877_RS23960'],5007893,5009435,-1.0,44500.0,False,True
240,NZ_CP058671.1,['HWV51_RS01455'],308155,309695,1.0,1195139.0,False,True
241,NZ_CP058671.1,['HWV51_RS13980'],2843124,2844666,-1.0,1094389.0,False,True
242,NZ_CP058671.1,['HWV51_RS17440'],3591791,3593333,-1.0,345722.0,False,True
243,NZ_CP058671.1,['HWV51_RS17655'],3634707,3636249,-1.0,302806.0,False,True
244,NZ_CP058671.1,['HWV51_RS18360'],3788047,3789589,-1.0,149466.0,False,True
245,NZ_CP058671.1,['HWV51_RS18875'],3886213,3887751,-1.0,51304.0,False,True
246,NZ_CP058671.1,['HWV51_RS21330'],4407846,4409386,1.0,468791.0,False,True
247,NZ_CP068018.1,['JI996_RS00540'],108538,110080,1.0,327402.0,False,True
248,NZ_CP068018.1,['JI996_RS00760'],152083,153625,1.0,370947.0,False,True
249,NZ_CP068018.1,['JI996_RS04455'],944640,946182,1.0,1163504.0,False,True
250,NZ_CP068018.1,['JI996_RS17425'],3508504,3510046,-1.0,1293400.0,False,True
251,NZ_CP068018.1,['JI996_RS21385'],4318175,4319717,-1.0,483729.0,False,True
252,NZ_CP068018.1,['JI996_RS23885'],4847852,4849394,1.0,44406.0,False,True
253,NZ_CP068018.1,['JI996_RS24385'],4943779,4945321,1.0,140333.0,False,True
254,NZ_CP064768.1,['HS20R14_RS02285'],470026,471566,1.0,367007.0,False,True
255,NZ_CP064768.1,['HS20R14_RS06260'],1261645,1263185,1.0,1158626.0,False,True
256,NZ_CP064768.1,['HS20R14_RS21180'],4353620,4355160,-1.0,1129916.0,False,True
257,NZ_CP064768.1,['HS20R14_RS22875'],4721573,4723113,-1.0,761963.0,False,True
258,NZ_CP064768.1,['HS20R14_RS24570'],5093857,5095397,-1.0,389679.0,False,True
259,NZ_CP064768.1,['HS20R14_RS24785'],5138859,5140399,-1.0,344677.0,False,True
260,NZ_CP064768.1,['HS20R14_RS25230'],5230754,5232294,-1.0,252782.0,False,True
261,NZ_CP064768.1,['HS20R14_RS25680'],5329997,5331537,-1.0,153539.0,False,True
262,NZ_CP050149.1,['HBA22_RS03390'],723525,725061,1.0,602680.0,False,True
263,NZ_CP050149.1,['HBA22_RS23500'],5018619,5020155,-1.0,1636735.0,False,True
264,NZ_CP050149.1,['HBA22_RS25685'],5497904,5499440,-1.0,1157450.0,False,True
265,NZ_CP050149.1,['HBA22_RS29345'],6306348,6307884,-1.0,349006.0,False,True
266,NZ_CP091518.1,['LVJ79_RS00405'],63883,65420,-1.0,8244.0,True,True
267,NZ_CP091518.1,['LVJ79_RS01170'],211678,213215,1.0,138014.0,False,True
268,NZ_CP091518.1,['LVJ79_RS07830'],1464666,1466203,-1.0,613995.0,False,True
269,NZ_CP091518.1,['LVJ79_RS09740'],1837047,1838584,-1.0,241614.0,False,True
270,NZ_CP091510.1,['LVJ86_RS00145'],34502,36043,1.0,18617.0,False,True
271,NZ_CP091510.1,['LVJ86_RS07440'],1607798,1609339,-1.0,784764.0,False,True
272,NZ_CP091510.1,['LVJ86_RS08890'],1919014,1920555,-1.0,473548.0,False,True
273,NZ_CP091510.1,['LVJ86_RS09890'],2153899,2155440,-1.0,238663.0,True,True
274,NZ_CP091512.1,['LVJ81_RS00265'],52184,53725,1.0,79046.0,False,True
275,NZ_CP091512.1,['LVJ81_RS02355'],492186,493727,1.0,519048.0,False,True
276,NZ_CP091512.1,['LVJ81_RS08520'],1729893,1731435,-1.0,872915.0,True,True
277,NZ_CP091512.1,['LVJ81_RS10250'],2102514,2104055,-1.0,500295.0,True,True
278,NZ_CP091512.1,['LVJ81_RS11405'],2338333,2339874,-1.0,264476.0,True,True
279,NZ_CP091512.1,['LVJ81_RS12250'],2497410,2498952,-1.0,105398.0,True,True
280,NZ_CP091512.1,['LVJ81_RS12850'],2618616,2620157,1.0,14266.0,True,True
281,NZ_CP091515.1,['LVJ87_RS02455'],516698,518238,-1.0,398627.0,False,True
282,NZ_CP091515.1,['LVJ87_RS02685'],563197,564737,-1.0,352128.0,False,True
283,NZ_CP091515.1,['LVJ87_RS03320'],698440,699979,-1.0,216886.0,False,True
284,NZ_CP091515.1,['LVJ87_RS03935'],835410,836949,-1.0,79916.0,False,True
285,NZ_CP091509.1,['LVJ88_RS00010'],886,2427,1.0,35205.0,False,False
286,NZ_CP091509.1,['LVJ88_RS03065'],678645,680186,1.0,642554.0,False,True
287,NZ_CP091509.1,['LVJ88_RS09530'],2035019,2036560,-1.0,679093.0,False,True
288,NZ_CP091509.1,['LVJ88_RS11410'],2450835,2452376,-1.0,263277.0,False,True
289,NZ_CP091508.1,['LVJ83_RS10510'],2285110,2286651,-1.0,761173.0,False,True
290,NZ_CP091508.1,['LVJ83_RS11700'],2546813,2548354,-1.0,499470.0,False,True
291,NZ_CP091508.1,['LVJ83_RS12430'],2708975,2710516,-1.0,337308.0,False,True
292,NZ_CP091508.1,['LVJ83_RS13385'],2913691,2915232,-1.0,132592.0,False,True
293,NZ_CP091511.1,['LVJ82_RS02285'],427037,428575,-1.0,1298762.0,False,True
294,NZ_CP091511.1,['LVJ82_RS05675'],1083638,1085176,-1.0,642161.0,True,True
295,NZ_CP091511.1,['LVJ82_RS07355'],1408459,1409997,-1.0,317340.0,True,True
296,NZ_CP091511.1,['LVJ82_RS09220'],1756743,1758281,1.0,29406.0,False,True
297,NZ_CP091511.1,['LVJ82_RS09260'],1765710,1767248,1.0,38373.0,False,True
298,NZ_CP091511.1,['LVJ82_RS09725'],1859246,1860784,1.0,131909.0,False,True
